Designator,Mid X,Mid Y,Rotation,Layer
BT1,147.375,-74.275,270.0,bottom
C1,183.245,-93.52,0.0,top
C2,183.245,-95.49,0.0,top
C3,183.245,-97.46,0.0,top
C4,183.245,-99.43,0.0,top
C5,183.245,-101.4,0.0,top
D1,185.135,-112.075,0.0,top
J1,179.0,-78.225,0.0,top
Q1,154.96,-83.63,90.0,top
R1,183.08,-66.35,0.0,top
R2,180.355,-97.51,0.0,top
R3,180.355,-99.5,0.0,top
R4,180.355,-101.49,0.0,top
U1,177.075,-69.3375,180.0,top
U2,179.54,-75.055,0.0,top
U3,183.7875,-73.21,270.0,top
