timestamp,temperature_temperature,humidity_humidity,pressure_pressure,accelerometer_Ax,accelerometer_Ay,accelerometer_Az,gyroscope_x,gyroscope_y,gyroscope_z,led_R,led_G,led_B,quaternion_x,quaternion_y,quaternion_z,quaternion_w,bsec_bsec,co2_co2,gas_gas
2025-11-06T23:36:00.628Z,30.779998779296875,28,991.2473754882812,123,4010,804,-35,113,24,,,,0.1878657341003418,0.6113876104354858,0.731016218662262,0.23754821717739105,25,500,41915
2025-11-06T23:35:59.628Z,30.729999542236328,28,991.270751953125,-21,4020,819,-54,212,62,,,,0.1961054503917694,0.6108993291854858,0.726194441318512,0.24658140540122986,25,500,41405
2025-11-06T23:35:58.628Z,30.829999923706055,28,991.2239990234375,-117,4120,669,-87,193,-96,,,,0.20812934637069702,0.6107162237167358,0.720945417881012,0.25268489122390747,25,500,41718
2025-11-06T23:35:57.628Z,30.8799991607666,28,991.270751953125,242,4132,813,-137,0,-160,,,,0.22460879385471344,0.6107772588729858,0.715635359287262,0.25341731309890747,25,500,41483
2025-11-06T23:35:56.628Z,30.920000076293945,28,991.270751953125,552,4233,510,-205,83,-30,,,,0.23040711879730225,0.6138290166854858,0.712217390537262,0.25048762559890747,25,500,41136
2025-11-06T23:35:55.628Z,30.889999389648438,29,991.2083740234375,269,3891,519,-12,728,535,,,,0.22442568838596344,0.6251814961433411,0.6955548524856567,0.2736809253692627,25,500,41213
2025-11-06T23:35:54.628Z,30.90999984741211,29,991.1693725585938,-1145,4257,1420,-890,681,-1407,,,,0.2762444019317627,0.6283553242683411,0.6647931933403015,0.2945549190044403,25,500,41444
2025-11-06T23:35:53.628Z,30.969999313354492,29,991.2239990234375,671,4143,-56,-601,-673,-809,,,,0.31573405861854553,0.6355574727058411,0.6570417881011963,0.25414973497390747,25,500,41174
2025-11-06T23:35:52.628Z,30.979999542236328,28,991.270751953125,1847,2950,-497,-271,707,-1259,,,,0.358092337846756,0.6401960849761963,0.6499006748199463,0.1986078917980194,25,500,39344
2025-11-06T23:35:51.628Z,30.969999313354492,28,991.3097534179688,-86,3884,212,249,1239,194,,,,0.3685903549194336,0.6280501484870911,0.6516096591949463,0.21215766668319702,25,500,40946
2025-11-06T23:35:50.628Z,30.989999771118164,28,991.270751953125,738,3095,313,918,372,-1337,,,,0.42547497153282166,0.5371080040931702,0.6967145204544067,0.21215766668319702,25,500,40984
2025-11-06T23:35:49.628Z,30.969999313354492,28,991.286376953125,2795,3338,-285,918,162,-1388,,,,0.4523303806781769,0.49706903100013733,0.715147078037262,0.1917109340429306,25,500,41251
2025-11-06T23:35:48.628Z,30.92999839782715,29,991.286376953125,5276,3623,-31,681,-300,-285,,,,0.4664294719696045,0.4661242961883545,0.730833113193512,0.17578080296516418,25,500,41290
2025-11-06T23:35:47.628Z,30.94999885559082,29,991.3097534179688,1591,3128,1424,398,357,-22,,,,0.4530017673969269,0.4549548923969269,0.7412700653076172,0.1955561339855194,25,500,41405
2025-11-06T23:35:46.628Z,30.939998626708984,29,991.3097534179688,2543,3531,865,376,450,-276,,,,0.5253282189369202,0.40215960144996643,0.724180281162262,0.1942133754491806,25,500,41251
2025-11-06T23:35:45.628Z,30.959999084472656,29,991.270751953125,3281,3452,1271,786,1335,-462,,,,0.5624985694885254,0.33990392088890076,0.720029890537262,0.22259464859962463,25,500,40984
2025-11-06T23:35:44.628Z,30.969999313354492,29,991.270751953125,3449,2845,577,471,964,-377,,,,0.6477034091949463,0.22613467276096344,0.6622908115386963,0.3009025454521179,25,500,40239
