timestamp,temperature_temperature,humidity_humidity,pressure_pressure,accelerometer_Ax,accelerometer_Ay,accelerometer_Az,gyroscope_x,gyroscope_y,gyroscope_z,led_R,led_G,led_B,quaternion_x,quaternion_y,quaternion_z,quaternion_w,bsec_bsec,co2_co2,gas_gas
2026-02-02T07:48:10.340Z,30.459999084472656,16,998.6183471679688,9,-239,4125,-1,7,-1,,,,-0.02777092531323433,-0.006591780111193657,0.182616725564003,0.9827245473861694,25,500,27996
2026-02-02T07:48:09.840Z,30.459999084472656,16,998.6339721679688,16,-226,4103,-7,1,1,,,,-0.02752678468823433,-0.00671384995803237,0.182616725564003,0.9827245473861694,25,500,28892
2026-02-02T07:48:09.340Z,30.44999885559082,16,998.6495971679688,14,-229,4100,-2,0,0,,,,-0.02752678468823433,-0.00677488511428237,0.182616725564003,0.9827245473861694,25,500,28817
2026-02-02T07:48:08.840Z,30.44999885559082,16,998.6183471679688,6,-242,4122,-3,3,-1,,,,-0.02758781984448433,-0.00677488511428237,0.182616725564003,0.9827245473861694,25,500,28854
2026-02-02T07:48:08.340Z,30.44999885559082,16,998.6339721679688,8,-236,4114,0,8,0,,,,-0.02752678468823433,-0.006896954961121082,0.182616725564003,0.9827245473861694,25,500,28892
2026-02-02T07:48:07.840Z,30.42999839782715,16,998.6495971679688,19,-230,4088,0,-5,1,,,,-0.02752678468823433,-0.007080059964209795,0.182616725564003,0.9827245473861694,25,500,29005
2026-02-02T07:48:07.340Z,30.42999839782715,16,998.6339721679688,20,-227,4122,0,-8,0,,,,-0.02746574953198433,-0.006957990117371082,0.182616725564003,0.9827245473861694,25,500,28798
2026-02-02T07:48:06.840Z,30.420000076293945,16,998.6339721679688,38,-256,4087,-16,15,-8,,,,-0.02746574953198433,-0.007202129811048508,0.182677760720253,0.9827245473861694,25,500,28742
2026-02-02T07:48:06.340Z,30.420000076293945,17,998.6495971679688,31,-216,4094,7,-9,0,,,,-0.02740471437573433,-0.007202129811048508,0.182677760720253,0.9827245473861694,25,500,28483
2026-02-02T07:48:05.840Z,30.42999839782715,17,998.6495971679688,-18,-239,4150,-6,0,2,,,,-0.02764885500073433,-0.006957990117371082,0.182616725564003,0.9827245473861694,25,500,28246
2026-02-02T07:48:05.340Z,30.42999839782715,17,998.6495971679688,-4,-226,4066,0,76,-11,,,,-0.02746574953198433,-0.007080059964209795,0.182616725564003,0.9827245473861694,25,500,28519
2026-02-02T07:48:04.840Z,30.420000076293945,17,998.6183471679688,19,-186,4102,0,6,-1,,,,-0.02728264406323433,-0.00738523481413722,0.182616725564003,0.9827245473861694,25,500,28373
2026-02-02T07:48:04.340Z,30.420000076293945,17,998.6183471679688,21,-215,4149,-2,-13,3,,,,-0.02728264406323433,-0.007263164967298508,0.182677760720253,0.9827245473861694,25,500,28246
2026-02-02T07:48:03.840Z,30.420000076293945,17,998.6183471679688,15,-225,4103,1,1,1,,,,-0.02734367921948433,-0.007324200123548508,0.182555690407753,0.9827245473861694,25,500,28193
2026-02-02T07:48:03.340Z,30.420000076293945,17,998.6183471679688,4,-226,4127,-9,-19,0,,,,-0.02740471437573433,-0.007202129811048508,0.182555690407753,0.9827245473861694,25,500,28246
2026-02-02T07:48:02.840Z,30.40999984741211,17,998.579345703125,101,-260,3914,-35,-99,-2,,,,-0.02728264406323433,-0.007812479976564646,0.182677760720253,0.9827245473861694,25,500,27961
2026-02-02T07:48:02.340Z,30.40999984741211,17,998.594970703125,11,-225,4118,0,-2,-1,,,,-0.02722161076962948,-0.00744626997038722,0.182677760720253,0.9827245473861694,25,500,28428
2026-02-02T07:48:01.840Z,30.399999618530273,17,998.594970703125,18,-233,4127,-3,3,-1,,,,-0.02716057561337948,-0.00750730512663722,0.182738795876503,0.9827245473861694,25,500,28593
2026-02-02T07:48:01.340Z,30.399999618530273,17,998.579345703125,16,-230,4111,-1,2,0,,,,-0.02709954045712948,-0.007568339817225933,0.182860866189003,0.9827245473861694,25,500,28667
2026-02-02T07:48:00.840Z,30.399999618530273,16,998.6183471679688,10,-216,4112,-2,2,-1,,,,-0.02703850530087948,-0.007629374973475933,0.182860866189003,0.9826635122299194,25,500,28704
2026-02-02T07:48:00.340Z,30.399999618530273,16,998.6183471679688,38,-226,4110,-3,1,-3,,,,-0.02709954045712948,-0.007751444820314646,0.182982936501503,0.9826635122299194,25,500,28649
2026-02-02T07:47:59.840Z,30.389999389648438,16,998.6495971679688,24,-229,4108,-1,0,1,,,,-0.02722161076962948,-0.007751444820314646,0.182982936501503,0.9826635122299194,25,500,28667
2026-02-02T07:47:59.340Z,30.399999618530273,16,998.6339721679688,16,-236,4109,1,-6,0,,,,-0.02722161076962948,-0.007751444820314646,0.182982936501503,0.9826635122299194,25,500,28575
2026-02-02T07:47:58.840Z,30.399999618530273,16,998.6495971679688,-18,-196,4169,15,147,-20,,,,-0.02722161076962948,-0.007995584979653358,0.182982936501503,0.9826635122299194,25,500,28410
2026-02-02T07:47:58.340Z,30.399999618530273,16,998.6495971679688,29,-231,4111,8,-5,3,,,,-0.02728264406323433,-0.008361794985830784,0.183105006814003,0.9826635122299194,25,500,28446
2026-02-02T07:47:57.840Z,30.420000076293945,16,998.6339721679688,-21,-227,4149,12,43,0,,,,-0.02734367921948433,-0.008422830142080784,0.183105006814003,0.9826024770736694,25,500,28391
2026-02-02T07:47:57.340Z,30.420000076293945,16,998.6183471679688,-33,-212,4160,-9,27,-1,,,,-0.02734367921948433,-0.009033179841935635,0.1832880973815918,0.9826024770736694,25,500,28391
2026-02-02T07:47:56.840Z,30.439998626708984,16,998.6339721679688,154,-252,4153,7,-57,8,,,,-0.02722161076962948,-0.011474579572677612,0.1838374137878418,0.9824804067611694,25,500,28319
2026-02-02T07:47:56.340Z,30.439998626708984,16,998.6183471679688,54,-235,4143,0,24,-5,,,,-0.02740471437573433,-0.008361794985830784,0.1833491325378418,0.9826024770736694,25,500,28301
2026-02-02T07:47:55.840Z,30.439998626708984,16,998.6183471679688,-4,-249,4106,0,-25,-3,,,,-0.02734367921948433,-0.008422830142080784,0.1834101676940918,0.9826024770736694,25,500,28391
2026-02-02T07:47:55.340Z,30.439998626708984,16,998.6339721679688,47,-239,4128,-6,18,-6,,,,-0.02740471437573433,-0.008300759829580784,0.1835322380065918,0.9825414419174194,25,500,28265
2026-02-02T07:47:54.840Z,30.439998626708984,16,998.6339721679688,2,-234,4122,-10,-16,-1,,,,-0.02740471437573433,-0.008117655292153358,0.1837763786315918,0.9825414419174194,25,500,28067
2026-02-02T07:47:54.340Z,30.44999885559082,16,998.6339721679688,55,-228,4152,0,16,-9,,,,-0.02740471437573433,-0.008239724673330784,0.1839594841003418,0.9824804067611694,25,500,27961
2026-02-02T07:47:53.840Z,30.44999885559082,16,998.6339721679688,-181,-176,4484,8,463,-36,,,,-0.02783196046948433,-0.006835919804871082,0.1837763786315918,0.9825414419174194,25,500,27961
2026-02-02T07:47:53.340Z,30.459999084472656,16,998.6339721679688,4,-232,4103,0,0,2,,,,-0.02783196046948433,-0.005065904930233955,0.182921901345253,0.9826635122299194,25,500,27803
2026-02-02T07:47:52.840Z,30.459999084472656,17,998.6339721679688,3,-224,4124,0,-3,0,,,,-0.02789299562573433,-0.005065904930233955,0.182860866189003,0.9826635122299194,25,500,27612
2026-02-02T07:47:52.340Z,30.459999084472656,17,998.6183471679688,-21,-229,4085,3,1,-3,,,,-0.02795403078198433,-0.005126940086483955,0.182860866189003,0.9826635122299194,25,500,27373
2026-02-02T07:47:51.840Z,30.459999084472656,17,998.6339721679688,72,-139,4212,-4,-4,-3,,,,-0.02795403078198433,-0.005187974777072668,0.182921901345253,0.9826635122299194,25,500,26425
2026-02-02T07:47:51.340Z,30.469999313354492,17,998.6495971679688,74,-134,4199,-4,-1,-5,,,,-0.02801506407558918,-0.005126940086483955,0.183105006814003,0.9826635122299194,25,500,26568
2026-02-02T07:47:50.840Z,30.469999313354492,17,998.6339721679688,107,-113,4235,-5,14,-4,,,,-0.02801506407558918,-0.005126940086483955,0.1832270622253418,0.9826024770736694,25,500,26826
2026-02-02T07:47:50.340Z,30.469999313354492,17,998.6339721679688,-112,-366,4011,6,-8,3,,,,-0.02819816954433918,-0.005065904930233955,0.1833491325378418,0.9826024770736694,25,500,27424
2026-02-02T07:47:49.840Z,30.469999313354492,17,998.6339721679688,15,-221,4112,3,-2,1,,,,-0.02819816954433918,-0.005065904930233955,0.1833491325378418,0.9826024770736694,25,500,27803
2026-02-02T07:47:49.340Z,30.479999542236328,17,998.6183471679688,-5,-230,4107,3,0,3,,,,-0.02832023985683918,-0.005004869773983955,0.1832880973815918,0.9826024770736694,25,500,26907
2026-02-02T07:47:48.840Z,30.479999542236328,17,998.6339721679688,-6,-234,4104,11,-8,4,,,,-0.02868645079433918,-0.004882799927145243,0.1832270622253418,0.9826024770736694,25,500,26712
2026-02-02T07:47:48.340Z,30.479999542236328,17,998.6339721679688,-10,-249,4127,-3,8,0,,,,-0.02880851924419403,-0.004882799927145243,0.1832270622253418,0.9826024770736694,25,500,25630
2026-02-02T07:47:47.840Z,30.479999542236328,17,998.6183471679688,-92,-337,4034,4,-17,2,,,,-0.02874748408794403,-0.005004869773983955,0.1832270622253418,0.9826024770736694,25,500,25278
2026-02-02T07:47:47.340Z,30.489999771118164,17,998.6339721679688,-15,-234,4122,-1,-19,0,,,,-0.02874748408794403,-0.005126940086483955,0.1832880973815918,0.9826024770736694,25,500,25078
2026-02-02T07:47:46.840Z,30.489999771118164,17,998.6339721679688,-117,-350,3996,7,-21,1,,,,-0.02880851924419403,-0.005065904930233955,0.1832880973815918,0.9826024770736694,25,500,24755
2026-02-02T07:47:46.340Z,30.5,17,998.6183471679688,-109,-359,3990,6,-21,2,,,,-0.02880851924419403,-0.005065904930233955,0.1834101676940918,0.9825414419174194,25,500,20154
2026-02-02T07:47:45.840Z,30.5,17,998.6339721679688,-102,-303,4033,7,-42,0,,,,-0.02880851924419403,-0.005004869773983955,0.1834101676940918,0.9825414419174194,25,500,19918
2026-02-02T07:47:45.340Z,30.5,17,998.6495971679688,-3,-238,4111,-1,1,0,,,,-0.02886955440044403,-0.005004869773983955,0.1834101676940918,0.9825414419174194,25,500,19496
2026-02-02T07:47:44.840Z,30.51999855041504,17,998.6495971679688,4,-233,4115,0,0,0,,,,-0.02886955440044403,-0.004943835083395243,0.1834101676940918,0.9825414419174194,25,500,19600
2026-02-02T07:47:44.340Z,30.51999855041504,17,998.6339721679688,6,-238,4117,0,1,0,,,,-0.02886955440044403,-0.005004869773983955,0.1834101676940918,0.9825414419174194,25,500,19600
2026-02-02T07:47:43.840Z,30.529998779296875,17,998.6651611328125,10,-232,4110,0,4,3,,,,-0.02899162471294403,-0.004882799927145243,0.1833491325378418,0.9825414419174194,25,500,19811
2026-02-02T07:47:43.340Z,30.53999900817871,17,998.6495971679688,109,-120,4244,-5,16,-3,,,,-0.02893058955669403,-0.004943835083395243,0.1833491325378418,0.9825414419174194,25,500,20433
2026-02-02T07:47:42.840Z,30.53999900817871,17,998.6651611328125,2,-205,4170,-2,-12,0,,,,-0.02893058955669403,-0.004943835083395243,0.1834101676940918,0.9825414419174194,25,500,20605
2026-02-02T07:47:42.340Z,30.549999237060547,17,998.6495971679688,-78,-299,4056,3,-25,2,,,,-0.02905265986919403,-0.004882799927145243,0.1834101676940918,0.9825414419174194,25,500,19990
2026-02-02T07:47:41.840Z,30.559999465942383,18,998.6183471679688,6,-195,4158,-7,-10,-2,,,,-0.02893058955669403,-0.004943835083395243,0.1834101676940918,0.9825414419174194,25,500,20246
2026-02-02T07:47:41.340Z,30.559999465942383,18,998.6651611328125,23,-179,4150,-1,14,8,,,,-0.02886955440044403,-0.004943835083395243,0.1834712028503418,0.9825414419174194,25,500,24213
2026-02-02T07:47:40.840Z,30.559999465942383,20,998.6495971679688,-1,-234,4110,0,0,1,,,,-0.02893058955669403,-0.004943835083395243,0.1834712028503418,0.9825414419174194,25,500,21868
2026-02-02T07:47:40.340Z,30.56999969482422,20,998.6339721679688,-4,-231,4100,0,-1,0,,,,-0.02899162471294403,-0.004943835083395243,0.1834712028503418,0.9825414419174194,25,500,21633
2026-02-02T07:47:39.840Z,30.579999923706055,25,998.6339721679688,-5,-242,4099,0,0,2,,,,-0.02899162471294403,-0.005004869773983955,0.1834712028503418,0.9825414419174194,25,500,20265
2026-02-02T07:47:39.340Z,30.579999923706055,26,998.594970703125,-9,-238,4112,0,0,0,,,,-0.02899162471294403,-0.005065904930233955,0.1834712028503418,0.9825414419174194,25,500,19496
2026-02-02T07:47:38.840Z,30.579999923706055,28,998.6183471679688,13,-233,4140,0,-10,1,,,,-0.02899162471294403,-0.005126940086483955,0.1835322380065918,0.9825414419174194,25,500,19292
2026-02-02T07:47:38.340Z,30.56999969482422,28,998.579345703125,-31,-299,4084,1,13,0,,,,-0.02905265986919403,-0.005004869773983955,0.1835322380065918,0.9825414419174194,25,500,25264
2026-02-02T07:47:37.840Z,30.670000076293945,31,998.6183471679688,24,-175,4162,-8,-12,-1,,,,-0.02899162471294403,-0.005126940086483955,0.1835932731628418,0.9825414419174194,25,500,27526
2026-02-02T07:47:37.340Z,30.67999839782715,31,998.594970703125,102,-119,4235,-8,6,-3,,,,-0.02893058955669403,-0.005065904930233955,0.1835932731628418,0.9825414419174194,25,500,28446
2026-02-02T07:47:36.840Z,30.739999771118164,31,998.594970703125,20,-189,4151,-4,-11,-2,,,,-0.02893058955669403,-0.005004869773983955,0.1835932731628418,0.9825414419174194,25,500,28538
2026-02-02T07:47:36.340Z,30.739999771118164,31,998.594970703125,152,-55,4266,0,-12,4,,,,-0.02893058955669403,-0.005004869773983955,0.1837153434753418,0.9824804067611694,25,500,28760
2026-02-02T07:47:35.840Z,30.739999771118164,31,998.594970703125,-1,-236,4110,0,1,0,,,,-0.02917473018169403,-0.005004869773983955,0.1836543083190918,0.9824804067611694,25,500,28612
