timestamp,temperature_temperature,humidity_humidity,pressure_pressure,accelerometer_Ax,accelerometer_Ay,accelerometer_Az,gyroscope_x,gyroscope_y,gyroscope_z,led_R,led_G,led_B,quaternion_x,quaternion_y,quaternion_z,quaternion_w,bsec_bsec,co2_co2,gas_gas
2026-02-16T16:58:28.765Z,37.40999984741211,20,993.4937744140625,-2197,-773,3363,51,-18,173,,,,-0.06988507509231567,0.2855217158794403,-0.05676255002617836,0.9540991187095642,25,500,112301
2026-02-16T16:58:28.755Z,37.36000061035156,20,993.4937744140625,-2187,-721,3399,77,-89,14,,,,-0.07165508717298508,0.2903434932231903,-0.05786117911338806,0.9524511694908142,25,500,113381
2026-02-16T16:58:28.745Z,37.5,20,993.4937744140625,-2268,-797,3425,5,-97,49,,,,-0.07141094654798508,0.2936393916606903,-0.05999740585684776,0.9512915015220642,25,500,112444
2026-02-16T16:58:28.735Z,37.55999755859375,19,993.4703979492188,-2156,-760,3210,-32,-98,48,,,,-0.06854230165481567,0.3059074282646179,-0.06665021926164627,0.9472021460533142,25,500,112515
2026-02-16T16:58:28.725Z,37.59000015258789,19,993.6107788085938,-2117,-827,3267,-62,-127,105,,,,-0.06872540712356567,0.30956950783729553,-0.07116681337356567,0.9456762671470642,25,500,113599
2026-02-16T16:58:28.715Z,37.7599983215332,19,993.6341552734375,-2141,-900,3205,-19,-98,94,,,,-0.06726057082414627,0.31439128518104553,-0.07305889576673508,0.9440283179283142,25,500,112802
2026-02-16T16:58:28.705Z,37.95000076293945,19,993.5171508789062,-2074,-851,3200,-8,82,-6,,,,-0.06701643019914627,0.31176677346229553,-0.07238750904798508,0.9450048804283142,25,500,112017
2026-02-16T16:58:28.695Z,37.95000076293945,19,993.5171508789062,-2157,-896,3378,27,143,-26,,,,-0.07287579029798508,0.3034660220146179,-0.06481917202472687,0.9478124976158142,25,500,111242
2026-02-16T16:58:28.685Z,38.06999969482422,19,993.4937744140625,-2174,-748,3298,164,147,-92,,,,-0.0993649810552597,0.3032218813896179,-0.050598014146089554,0.9463476538658142,25,500,111946
2026-02-16T16:58:28.675Z,38.16999816894531,18,993.6107788085938,-2084,-695,3283,-34,-92,86,,,,-0.0966794416308403,0.3043815493583679,-0.05682358518242836,0.9458593726158142,25,500,111804
2026-02-16T16:58:28.665Z,38.34000015258789,18,993.5327758789062,-2408,-1050,3231,-140,-73,210,,,,-0.10192845016717911,0.31701579689979553,-0.08441140502691269,0.939084529876709,25,500,112874
2026-02-16T16:58:28.655Z,38.41999816894531,18,993.5327758789062,-2466,-1255,3043,32,-256,241,,,,-0.10498020052909851,0.32452309131622314,-0.0911862924695015,0.935544490814209,25,500,112372
2026-02-16T16:58:28.645Z,38.52000045776367,18,993.5171508789062,-2383,-1118,3102,132,-266,191,,,,-0.11108370125293732,0.33331212401390076,-0.0950925275683403,0.931333065032959,25,500,112159
2026-02-16T16:58:28.635Z,38.790000915527344,18,993.4703979492188,-2443,-1388,2928,220,-377,190,,,,-0.14544640481472015,0.357543021440506,-0.10827609151601791,0.9160743355751038,25,500,112372
