timestamp,temperature_temperature,humidity_humidity,pressure_pressure,accelerometer_Ax,accelerometer_Ay,accelerometer_Az,gyroscope_x,gyroscope_y,gyroscope_z,led_R,led_G,led_B,quaternion_x,quaternion_y,quaternion_z,quaternion_w,bsec_bsec,co2_co2,gas_gas
2026-02-16T17:11:15.733Z,42.290000915527344,16,993.3923950195312,-949,-632,2255,-1679,-1059,2006,,,,-0.16735796630382538,0.362914115190506,0.13751184940338135,0.9062476754188538,111,718,112444
2026-02-16T17:11:15.713Z,42.37999725341797,16,993.3923950195312,-1278,-394,2950,1153,1044,-2060,,,,-0.2991325259208679,0.2893669307231903,0.3835439383983612,0.8243387341499329,125,794,110408
2026-02-16T17:11:15.693Z,42.37999725341797,16,993.3533935546875,-3078,1490,2996,-831,-1236,592,,,,-0.07067853212356567,0.41979873180389404,-0.22607363760471344,0.8760963678359985,125,794,108312
2026-02-16T17:11:15.673Z,42.39999771118164,16,993.3923950195312,-2663,-2941,2283,-755,-246,-211,,,,-0.00854489952325821,0.3767080307006836,-0.25866633653640747,0.8894020318984985,138,865,108779
2026-02-16T17:11:15.653Z,42.36000061035156,16,993.3767700195312,-1897,-1676,2884,1259,936,-2036,,,,-0.0921628475189209,0.32958900928497314,0.03698721155524254,0.938840389251709,147,865,108246
2026-02-16T17:11:15.633Z,42.48999786376953,17,993.3533935546875,-2023,666,5130,1249,523,-1099,,,,-0.14416466653347015,0.41345107555389404,-0.012756315059959888,0.8989234566688538,147,918,106744
2026-02-16T17:11:15.613Z,42.48999786376953,18,993.415771484375,-2265,233,2405,-1227,-1292,1496,,,,-0.0001831050030887127,0.3796376883983612,-0.32641518115997314,0.8655983805656433,156,965,103617
2026-02-16T17:11:15.593Z,42.45000076293945,18,993.3767700195312,-2799,-3090,3733,-832,95,-273,,,,-0.012634244747459888,0.362914115190506,-0.15222129225730896,0.919187068939209,156,965,101129
2026-02-16T17:11:15.573Z,42.40999984741211,18,993.3767700195312,-2111,535,3271,554,305,-1466,,,,-0.01483150478452444,0.34002599120140076,-0.07495097815990448,0.937253475189209,112,801,107982
2026-02-16T17:11:15.553Z,42.40999984741211,18,993.3767700195312,-2133,640,3169,-63,313,-100,,,,-0.11193818598985672,0.33935460448265076,0.04650866985321045,0.932736873626709,126,801,107132
2026-02-16T17:11:15.533Z,44.619998931884766,15,993.4703979492188,-3254,454,3629,583,-466,-215,,,,-0.02014154940843582,0.361388236284256,-0.25164729356765747,0.8975196480751038,146,913,107002
2026-02-16T17:11:15.513Z,44.73999786376953,15,993.4703979492188,-1055,-1232,3663,-1490,542,1582,,,,0.07885722070932388,0.31713786721229553,-0.35113435983657837,0.8773781061172485,146,1045,105032
2026-02-16T17:11:15.493Z,44.82999801635742,15,993.5171508789062,-2695,-3106,2866,-24,-262,-416,,,,0.02728264406323433,0.32208168506622314,-0.21508733928203583,0.921506404876709,171,1045,102655
2026-02-16T17:11:15.473Z,45,15,993.431396484375,-1244,-738,3147,1384,555,-1617,,,,-0.22882021963596344,0.362853080034256,0.2700798809528351,0.8619362711906433,171,1213,103739
2026-02-16T17:11:15.453Z,45.279998779296875,15,993.4937744140625,-3268,1494,2670,-380,-924,-111,,,,-0.0889279916882515,0.3944081664085388,0.07403545826673508,0.9115577340126038,201,1213,100212
2026-02-16T17:11:15.433Z,45.369998931884766,15,993.4703979492188,-3326,-1895,2982,866,385,-1154,,,,-0.13580287992954254,0.31988441944122314,0.2797234058380127,0.8948951959609985,201,1213,98209
2026-02-16T17:11:15.413Z,45.599998474121094,15,993.4703979492188,-2652,668,3389,27,355,-107,,,,-0.13140834867954254,0.31872478127479553,0.3020011782646179,0.8887306451797485,224,1334,93243
2026-02-16T17:11:15.393Z,45.939998626708984,15,993.4703979492188,-2792,-598,3445,-65,-252,-133,,,,-0.24175962805747986,0.34240636229515076,0.2891838252544403,0.8605934977531433,224,1347,91600
2026-02-16T17:11:15.373Z,45.959999084472656,16,993.4547729492188,-2632,-1023,1790,-418,-501,744,,,,-0.23730407655239105,0.358153373003006,0.25164729356765747,0.8671852946281433,226,1347,91790
2026-02-16T17:11:15.353Z,46.279998779296875,16,993.5171508789062,-2222,-1015,1987,-742,-127,298,,,,-0.16223102807998657,0.3766469955444336,0.181762233376503,0.8936744928359985,226,1347,91034
2026-02-16T17:11:15.333Z,46.2599983215332,17,993.5171508789062,-3297,-600,2465,-526,-354,79,,,,-0.0918576717376709,0.34063634276390076,0.15148887038230896,0.923276424407959,226,1339,88306
2026-02-16T17:11:15.313Z,46.279998779296875,17,993.6107788085938,-2496,-1011,3989,1543,610,-647,,,,-0.15435750782489777,0.32104408740997314,0.21404974162578583,0.9094825387001038,225,1339,87954
