timestamp,temperature_temperature,humidity_humidity,pressure_pressure,accelerometer_Ax,accelerometer_Ay,accelerometer_Az,gyroscope_x,gyroscope_y,gyroscope_z,led_R,led_G,led_B,quaternion_x,quaternion_y,quaternion_z,quaternion_w,bsec_bsec,co2_co2,gas_gas
2025-10-31T15:13:10.377Z,27.799999237060547,26,990.53759765625,50,25,-4070,0,-2,-1,,,,-0.11346406489610672,-0.9934666752815247,-0.004028310067951679,0.006530744954943657,139,833,30802
2025-10-31T15:13:09.877Z,27.809999465942383,26,990.4985961914062,54,48,-4064,-1,-3,-2,,,,-0.11352510005235672,-0.9934666752815247,-0.003662100061774254,0.006835919804871082,139,826,30759
2025-10-31T15:13:09.377Z,27.809999465942383,26,990.53759765625,51,35,-4097,-6,-2,-3,,,,-0.11352510005235672,-0.9934666752815247,-0.003478995058685541,0.006957990117371082,138,826,30337
2025-10-31T15:13:08.877Z,27.869998931884766,26,990.4985961914062,46,37,-4087,-3,0,-1,,,,-0.11352510005235672,-0.9934666752815247,-0.0032958900555968285,0.007141095120459795,138,826,30547
2025-10-31T15:13:08.377Z,27.869998931884766,26,990.4673461914062,48,39,-4086,-2,-1,-1,,,,-0.11352510005235672,-0.9934666752815247,-0.003173819975927472,0.007263164967298508,138,826,30759
2025-10-31T15:13:07.877Z,27.889999389648438,26,990.4673461914062,60,40,-4070,0,0,2,,,,-0.11352510005235672,-0.9934666752815247,-0.002929680049419403,0.00738523481413722,138,826,30888
2025-10-31T15:13:07.377Z,27.889999389648438,26,990.4517822265625,51,45,-4065,-2,0,0,,,,-0.11358613520860672,-0.9934666752815247,-0.0025024348869919777,0.007751444820314646,138,826,30866
2025-10-31T15:13:06.877Z,27.899999618530273,26,990.4673461914062,51,41,-4079,0,-3,-2,,,,-0.11364717036485672,-0.9934666752815247,-0.0022582949604839087,0.007934549823403358,138,826,30738
2025-10-31T15:13:06.377Z,27.899999618530273,26,990.52197265625,60,35,-4088,-2,-3,-1,,,,-0.11364717036485672,-0.9934666752815247,-0.0020141550339758396,0.008117655292153358,138,833,30845
2025-10-31T15:13:05.877Z,27.899999618530273,26,990.4985961914062,50,33,-4075,-3,-1,0,,,,-0.11370820552110672,-0.9934666752815247,-0.001831050030887127,0.008239724673330784,138,833,30802
2025-10-31T15:13:05.377Z,27.899999618530273,26,990.4985961914062,67,35,-4072,0,-2,-1,,,,-0.11370820552110672,-0.9934666752815247,-0.0015258749481290579,0.008483865298330784,139,833,30653
2025-10-31T15:13:04.877Z,27.899999618530273,26,990.4751586914062,56,15,-4076,-1,-3,1,,,,-0.11389131098985672,-0.9934056401252747,-0.0009155250154435635,0.009033179841935635,139,833,30780
2025-10-31T15:13:04.377Z,27.889999389648438,26,990.4985961914062,67,31,-4085,-9,-3,-3,,,,-0.11395234614610672,-0.9934056401252747,-0.00048827999853529036,0.00939938984811306,139,840,30780
2025-10-31T15:13:03.877Z,27.889999389648438,26,990.4985961914062,51,30,-4087,-6,-4,-4,,,,-0.11401338130235672,-0.9934056401252747,-0.00012206999963382259,0.009765599854290485,140,840,30780
2025-10-31T15:13:03.377Z,27.889999389648438,26,990.4985961914062,81,27,-4081,-5,-4,-1,,,,-0.11407441645860672,-0.9934056401252747,0.0001831050030887127,0.01000973954796791,140,840,30738
2025-10-31T15:13:02.877Z,27.8799991607666,26,990.4985961914062,62,36,-4088,-4,0,1,,,,-0.11413545161485672,-0.9934056401252747,0.0006103499908931553,0.010375949554145336,140,847,30610
2025-10-31T15:13:02.377Z,27.8799991607666,26,990.4985961914062,72,14,-4076,-5,-5,-2,,,,-0.11450166255235672,-0.9933446049690247,0.0015258749481290579,0.011352510191500187,142,847,30866
2025-10-31T15:13:01.877Z,27.8799991607666,26,990.4751586914062,78,17,-4094,-9,-10,-4,,,,-0.11456269770860672,-0.9932835698127747,0.0019531199941411614,0.011779755353927612,142,847,30759
